id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
749390,CA,INDIVIDUAL,1 year,MH Consulting Services,A,RENT,5/11/2021,5/16/2021,10/11/2021,Fully Paid,11/11/2021,948621,car,A4,36 months,Not Verified,71040,0.0275,407.44,0.0749,13100,17,13488
812462,CA,INDIVIDUAL,1 year,Fisher Asset Management LLC,A,RENT,7/11/2021,3/16/2021,8/14/2021,Fully Paid,9/14/2021,1015921,car,A4,36 months,Not Verified,65000,0.0052,124.41,0.0749,4000,10,4479
399588,WA,INDIVIDUAL,1 year,State of Washington Dept of Corrections,A,RENT,5/9/2021,5/16/2021,6/12/2021,Fully Paid,7/12/2021,442399,car,A4,36 months,Not Verified,42000,0.0997,185.3,0.0932,5800,27,6716
433450,VA,INDIVIDUAL,1 year,Roanoke City,A,RENT,8/9/2021,9/12/2021,8/11/2021,Fully Paid,9/11/2021,516330,car,A4,36 months,Not Verified,42312,0.1211,173.86,0.0859,5500,14,6150
611147,TX,INDIVIDUAL,1 year,2Dialog,A,RENT,11/10/2021,1/12/2021,12/11/2021,Fully Paid,1/11/2022,769311,car,A5,36 months,Not Verified,50000,0.0883,199.67,0.0691,10000,26,6778
838960,WA,INDIVIDUAL,1 year,CentrAlert,A,RENT,8/11/2021,9/13/2021,9/13/2021,Fully Paid,10/13/2021,1049091,car,A5,36 months,Not Verified,50000,0.1284,94.69,0.0849,3000,21,3366
485234,PA,INDIVIDUAL,1 year,Newark Board of Education,A,RENT,2/10/2021,1/14/2021,3/13/2021,Fully Paid,4/13/2021,618122,car,A5,36 months,Not Verified,52300,0.0376,337.83,0.0788,10800,21,12163
623971,NY,INDIVIDUAL,10+ years,kamco supply corp of new england,A,RENT,12/10/2021,11/14/2021,5/11/2021,Fully Paid,6/11/2021,799645,car,A2,36 months,Not Verified,45000,0.2216,57.63,0.0579,1900,25,1944
584739,NJ,INDIVIDUAL,10+ years,pss,A,RENT,9/10/2021,4/16/2021,10/12/2021,Fully Paid,11/12/2021,751369,car,A3,36 months,Not Verified,140000,0.0796,278.48,0.0714,9000,24,9865
672866,GA,INDIVIDUAL,10+ years,,A,RENT,2/11/2021,10/14/2021,3/14/2021,Fully Paid,4/14/2021,860102,car,A4,36 months,Not Verified,30000,0.0024,62.02,0.0729,2000,4,2233
883995,FL,INDIVIDUAL,10+ years,escambia county board of county commissi,A,RENT,9/11/2021,10/14/2021,11/14/2021,Fully Paid,12/14/2021,1099330,car,A4,36 months,Not Verified,26400,0.1709,118.91,0.079,3800,10,4300
752122,FL,INDIVIDUAL,2 years,"DR, Inc.",A,RENT,5/11/2021,12/12/2021,12/12/2021,Fully Paid,1/12/2022,951674,car,A1,36 months,Not Verified,70000,0.0777,135.72,0.0542,4500,21,4795
812053,WA,INDIVIDUAL,2 years,ArtsFund,A,RENT,7/11/2021,7/14/2021,8/14/2021,Fully Paid,9/14/2021,1019162,car,A2,36 months,Not Verified,60000,0.0622,144.49,0.0599,4750,12,5201
665294,IL,INDIVIDUAL,2 years,Stainless Sales Corporation,A,RENT,2/11/2021,2/14/2021,2/14/2021,Fully Paid,3/14/2021,850593,car,A2,36 months,Not Verified,110500,0.0968,272.95,0.0579,9000,26,9826
743941,CO,INDIVIDUAL,2 years,Great southwestern construction,A,RENT,5/11/2021,6/15/2021,2/14/2021,Fully Paid,3/14/2021,942327,car,A2,36 months,Not Verified,42000,0.1331,197.72,0.0599,6500,12,7112
378205,MO,INDIVIDUAL,2 years,International Education,A,RENT,2/9/2021,11/10/2021,12/10/2021,Fully Paid,1/10/2022,403074,car,A3,36 months,Not Verified,30000,0.008,172.35,0.08,5500,21,6034
386851,CA,INDIVIDUAL,2 years,Improvement Direct,A,RENT,3/9/2021,4/12/2021,4/12/2021,Fully Paid,5/12/2021,416411,car,A3,36 months,Not Verified,23198,0.0895,188.02,0.08,6000,21,6769
653363,VA,INDIVIDUAL,2 years,Compusearch,A,RENT,1/11/2021,6/13/2021,7/13/2021,Fully Paid,8/13/2021,835549,car,A4,36 months,Not Verified,70000,0.0427,93.03,0.0729,3000,5,3334
760810,NY,INDIVIDUAL,2 years,TeleNav,A,RENT,5/11/2021,11/12/2021,12/12/2021,Fully Paid,1/12/2022,961133,car,A4,36 months,Not Verified,110000,0.0693,99.53,0.0749,3200,17,3481
353624,PA,INDIVIDUAL,2 years,"Psychology Software Tools, Inc",A,RENT,8/8/2021,6/11/2021,2/11/2021,Fully Paid,3/11/2021,357323,car,A4,36 months,Not Verified,31000,0.085,50.38,0.0832,1800,11,1806
476925,NY,INDIVIDUAL,2 years,"Impact Technologies, LLC",A,RENT,1/10/2021,11/13/2021,10/12/2021,Fully Paid,11/12/2021,604357,car,A5,36 months,Not Verified,84000,0.0913,190.63,0.0894,6000,4,6691
731269,MD,INDIVIDUAL,2 years,baystate builders,A,RENT,4/11/2021,4/14/2021,5/14/2021,Fully Paid,6/14/2021,927319,car,A5,36 months,Not Verified,30000,0.072,187.08,0.0766,6000,21,6722
805646,CT,INDIVIDUAL,3 years,"CONNSACS, Inc.",A,RENT,7/11/2021,1/16/2021,7/12/2021,Fully Paid,8/12/2021,1011709,car,A1,36 months,Not Verified,35000,0.1282,144.77,0.0542,4800,15,4966
892547,CA,INDIVIDUAL,3 years,Panasonic Avionics Corporation,A,RENT,9/11/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,1109494,car,A2,36 months,Not Verified,80000,0.1425,368.45,0.0662,12000,14,13264
685139,GA,INDIVIDUAL,3 years,Turner Broadcasting,A,RENT,2/11/2021,4/15/2021,2/14/2021,Fully Paid,3/14/2021,874733,car,A2,36 months,Not Verified,47000,0.1006,121.31,0.0579,4000,13,4344
744231,FL,INDIVIDUAL,3 years,"Mediatech, Inc.",A,RENT,5/11/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,942686,car,A3,36 months,Not Verified,34200,0.0242,222.29,0.0699,7200,6,8002
665503,CA,INDIVIDUAL,3 years,The Capital Group,A,RENT,2/11/2021,10/15/2021,2/14/2021,Fully Paid,3/14/2021,850858,car,A4,36 months,Not Verified,65000,0.0414,130.25,0.0729,4200,8,4690
408378,DC,INDIVIDUAL,3 years,United States Patent and Trademark Office,A,RENT,5/9/2021,10/14/2021,5/12/2021,Fully Paid,6/12/2021,458437,car,A4,36 months,Not Verified,98000,0.0277,127.79,0.0932,4000,25,4599
824461,TX,INDIVIDUAL,4 years,Booz & Company,A,RENT,7/11/2021,9/12/2021,9/12/2021,Fully Paid,10/12/2021,1033127,car,A1,36 months,Not Verified,68500,0.0519,60.32,0.0542,2000,14,2099
741404,GA,INDIVIDUAL,4 years,"KTG, Inc.",A,RENT,5/11/2021,3/16/2021,12/11/2021,Fully Paid,1/11/2022,939281,car,A1,36 months,Not Verified,36000,0.0567,337.8,0.0542,11200,24,11527
687875,FL,INDIVIDUAL,4 years,tire kingdom,A,RENT,3/11/2021,5/16/2021,2/13/2021,Fully Paid,3/13/2021,877916,car,A2,36 months,Not Verified,60000,0.2162,212.29,0.0579,7000,12,7552
674916,FL,INDIVIDUAL,4 years,Walmart,A,RENT,2/11/2021,1/15/2021,8/12/2021,Fully Paid,9/12/2021,862606,car,A4,36 months,Not Verified,14400,0.0208,124.04,0.0729,4000,3,4322
383869,CA,INDIVIDUAL,4 years,,A,RENT,3/9/2021,3/12/2021,3/12/2021,Fully Paid,4/12/2021,414464,car,A4,36 months,Not Verified,189996,0.0105,268.36,0.0932,8400,13,9661
663606,NJ,INDIVIDUAL,4 years,somerset county,A,RENT,2/11/2021,9/14/2021,5/12/2021,Fully Paid,6/12/2021,848574,car,A4,36 months,Not Verified,43300,0.051,248.08,0.0729,8000,10,8568
596783,AZ,INDIVIDUAL,4 years,After Cool Fitness,A,RENT,10/10/2021,10/13/2021,11/13/2021,Fully Paid,12/13/2021,766062,car,A5,36 months,Not Verified,8004,0.087,93.85,0.0788,3000,16,3379
706220,NY,INDIVIDUAL,5 years,Tops Markets,A,RENT,3/11/2021,4/16/2021,4/14/2021,Fully Paid,5/14/2021,898423,car,A1,36 months,Not Verified,36000,0.0787,92.75,0.0542,3075,27,3339
772651,VA,INDIVIDUAL,5 years,Autozone,A,RENT,6/11/2021,5/16/2021,7/12/2021,Fully Paid,8/12/2021,974641,car,A3,36 months,Not Verified,27000,0.052,52.49,0.0699,1700,5,1809
859047,NV,INDIVIDUAL,5 years,WENDOH Media,A,RENT,8/11/2021,5/16/2021,7/14/2021,Fully Paid,8/14/2021,1071722,car,A3,36 months,Not Verified,84000,0.1194,185.24,0.0699,6000,34,6665
760712,FL,INDIVIDUAL,5 years,Waste Management,A,RENT,5/11/2021,5/14/2021,6/14/2021,Fully Paid,7/14/2021,961022,car,A4,36 months,Not Verified,45600,0.2211,62.21,0.0749,2000,13,2239
725495,VA,INDIVIDUAL,6 years,Abc Supply Co. Inc,A,RENT,4/11/2021,4/12/2021,3/12/2021,Fully Paid,4/12/2021,920749,car,A1,36 months,Not Verified,60000,0.069,150.8,0.0542,5000,19,5216
772226,NH,INDIVIDUAL,6 years,City of Lebanon,A,RENT,6/11/2021,4/16/2021,5/14/2021,Fully Paid,6/14/2021,974139,car,A1,36 months,Not Verified,39336,0.1293,105.56,0.0542,3500,10,3786
811942,NY,INDIVIDUAL,6 years,wny urology associates,A,RENT,7/11/2021,7/13/2021,7/13/2021,Fully Paid,8/13/2021,1019037,car,A2,36 months,Not Verified,42000,0.2183,180.99,0.0599,5950,17,6448
1001205,PA,INDIVIDUAL,6 years,"PPG Industries, Inc.",A,RENT,11/11/2021,5/16/2021,11/14/2021,Fully Paid,12/14/2021,1227186,car,A2,36 months,Not Verified,69000,0.1108,128.96,0.0662,4200,15,4642
524869,NJ,INDIVIDUAL,6 years,"Ocean Spray Cranberries, Inc.",A,RENT,6/10/2021,4/13/2021,3/13/2021,Fully Paid,4/13/2021,679135,car,A3,36 months,Not Verified,52000,0.051,185.65,0.0714,6000,25,6677
711860,CA,INDIVIDUAL,6 years,Mac Brown Excavating,A,RENT,3/11/2021,5/16/2021,1/12/2021,Fully Paid,2/12/2021,904859,car,A5,36 months,Not Verified,40000,0.1923,140.31,0.0766,4500,16,4733
484846,CA,INDIVIDUAL,8 years,Table Mountain Rancheria,A,RENT,2/10/2021,6/15/2021,5/12/2021,Fully Paid,6/12/2021,602264,car,A3,36 months,Not Verified,60495,0.1343,185.64,0.0714,6000,15,6634
798531,NY,INDIVIDUAL,8 years,columbia pictures industries inc,A,RENT,7/11/2021,6/15/2021,7/14/2021,Fully Paid,8/14/2021,1003659,car,A3,36 months,Not Verified,48000,0.1865,92.62,0.0699,3000,18,3334
471358,CA,INDIVIDUAL,9 years,NetApp,A,RENT,12/9/2021,5/12/2021,5/12/2021,Fully Paid,6/12/2021,595082,car,A1,36 months,Not Verified,130000,0.0498,278.1,0.0705,9000,28,9768
475807,MD,INDIVIDUAL,9 years,BR Instrument Corp,A,RENT,1/10/2021,5/16/2021,1/13/2021,Fully Paid,2/13/2021,602508,car,A3,36 months,Not Verified,70000,0.0211,156.1,0.0774,5000,16,5620
998386,PA,INDIVIDUAL,9 years,Broad and Lehigh Pharmacy,A,RENT,10/11/2021,7/14/2021,7/14/2021,Fully Paid,8/14/2021,1223530,car,A5,36 months,Not Verified,112440,0.1411,285.78,0.089,9000,33,10267
395902,LA,INDIVIDUAL,< 1 year,Lockheed Martin Corp.,A,RENT,4/9/2021,4/15/2021,5/12/2021,Fully Paid,6/12/2021,435726,car,A1,36 months,Not Verified,42000,0.0657,111.77,0.0737,3600,16,4023
394381,CA,INDIVIDUAL,< 1 year,Small World Preschool,A,RENT,4/9/2021,5/12/2021,5/12/2021,Fully Paid,6/12/2021,433009,car,A2,36 months,Not Verified,36300,0.0093,124.77,0.0768,4000,5,4507
662938,CA,INDIVIDUAL,< 1 year,South Pacific Financial,A,RENT,2/11/2021,8/12/2021,8/12/2021,Fully Paid,9/12/2021,847753,car,A2,36 months,Not Verified,42000,0.1631,194.1,0.0579,6400,12,6803
419037,OH,INDIVIDUAL,< 1 year,Goodman Manufacturing,A,RENT,6/9/2021,7/12/2021,7/12/2021,Fully Paid,8/12/2021,491508,car,A4,36 months,Not Verified,16000,0,102.23,0.0932,3200,8,3680
579754,VA,INDIVIDUAL,< 1 year,Inmotion Hosting,A,RENT,9/10/2021,1/15/2021,10/13/2021,Fully Paid,11/13/2021,745351,car,A4,36 months,Not Verified,40000,0.2022,186.67,0.0751,6000,13,6720
449788,PA,INDIVIDUAL,< 1 year,Zwingli United Church of Christ,A,RENT,10/9/2021,5/16/2021,10/12/2021,Fully Paid,11/12/2021,552711,car,A4,36 months,Not Verified,25000,0.072,316.11,0.0859,10000,10,11380
1035631,MI,INDIVIDUAL,< 1 year,City of Troy,A,RENT,12/11/2021,5/16/2021,6/12/2021,Fully Paid,7/12/2021,1265281,car,A4,36 months,Not Verified,53000,0.1723,156.46,0.079,5000,21,5185
472505,CA,INDIVIDUAL,2 years,Hagerman & Company,A,RENT,1/10/2021,4/14/2021,9/12/2021,Fully Paid,10/12/2021,596653,car,A2,36 months,Not Verified,73000,0.0044,248.48,0.074,8000,16,8930
652118,VA,INDIVIDUAL,9 years,Fire and Life Safety America,A,RENT,1/11/2021,3/16/2021,2/14/2021,Fully Paid,3/14/2021,834068,car,A1,36 months,Not Verified,44000,0.0297,187,0.0542,6200,31,6732
505408,MN,INDIVIDUAL,1 year,Hennepin County,A,RENT,6/10/2021,1/13/2021,2/12/2021,Fully Paid,3/12/2021,651233,car,A1,36 months,Not Verified,37315,0.0119,61.2,0.0639,2000,22,2121
471360,AR,INDIVIDUAL,1 year,"Tyson Foods, Inc.",A,RENT,1/10/2021,12/11/2021,11/11/2021,Fully Paid,12/11/2021,595085,car,A1,36 months,Not Verified,74500,0.1638,355.35,0.0705,11500,40,12580
450454,CA,INDIVIDUAL,1 year,Cheesecake Factory,A,RENT,11/9/2021,3/13/2021,10/12/2021,Fully Paid,11/12/2021,554033,car,A3,36 months,Not Verified,30000,0.0668,174.83,0.0774,5600,9,6293
740349,CA,INDIVIDUAL,1 year,State Of California,A,RENT,4/11/2021,6/11/2021,6/11/2021,Fully Paid,7/11/2021,938040,car,A4,36 months,Not Verified,74400,0.1365,108.54,0.0729,3500,12,3522
388737,OR,INDIVIDUAL,10+ years,State of Oregon,A,RENT,4/9/2021,4/16/2021,1/11/2021,Fully Paid,2/11/2021,422393,car,A3,36 months,Not Verified,70500,0.1711,470.05,0.08,15000,16,16559
727311,CA,INDIVIDUAL,10+ years,Marin Community College District,A,RENT,4/11/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,922807,car,A5,36 months,Not Verified,53196,0.166,93.54,0.0766,3000,21,3383
629917,OR,INDIVIDUAL,2 years,IBIS Advisors Co.,A,RENT,12/10/2021,10/11/2021,10/11/2021,Fully Paid,11/11/2021,807060,car,A2,36 months,Not Verified,70000,0.0185,131.93,0.0579,4350,15,4536
583684,FL,INDIVIDUAL,2 years,Zuccareli's,A,RENT,9/10/2021,10/13/2021,10/13/2021,Fully Paid,11/13/2021,750023,car,A2,36 months,Not Verified,30000,0.0568,127.69,0.0676,4150,21,4597
348105,VA,INDIVIDUAL,2 years,EÂ² Inc.,A,RENT,5/8/2021,6/13/2021,9/10/2021,Fully Paid,10/10/2021,349026,car,A3,36 months,Not Verified,44500,0.0777,219.36,0.08,7000,21,7833
732993,TX,INDIVIDUAL,2 years,Valley Regional Medical Center,A,RENT,4/11/2021,5/16/2021,5/14/2021,Fully Paid,6/14/2021,929259,car,A5,36 months,Not Verified,66000,0.0095,218.26,0.0766,7000,7,7857
549244,TX,INDIVIDUAL,3 years,Rice University - School of Music,A,RENT,7/10/2021,3/12/2021,4/12/2021,Fully Paid,5/12/2021,708032,car,A2,36 months,Not Verified,52800,0.1139,138.46,0.0676,4500,24,4774
702817,NY,INDIVIDUAL,3 years,,A,RENT,3/11/2021,3/14/2021,4/14/2021,Fully Paid,5/14/2021,894687,car,A3,36 months,Not Verified,24000,0.056,154.21,0.0692,5000,10,5551
636020,TX,INDIVIDUAL,9 years,walmart,A,RENT,12/10/2021,5/16/2021,10/12/2021,Fully Paid,11/12/2021,814771,car,A3,36 months,Not Verified,25200,0.0371,149.45,0.0617,4900,21,5290
388500,FL,INDIVIDUAL,< 1 year,Cruses-n-More,A,RENT,4/9/2021,4/12/2021,4/12/2021,Fully Paid,5/12/2021,422006,car,A2,36 months,Not Verified,24000,0,311.91,0.0768,10000,9,11229
434127,CA,INDIVIDUAL,< 1 year,Robinson Helicopter,A,RENT,8/9/2021,7/10/2021,7/10/2021,Fully Paid,8/10/2021,517674,car,A3,36 months,Not Verified,75400,0.1286,191.22,0.0774,6125,15,6403
359428,CA,INDIVIDUAL,< 1 year,,A,RENT,11/8/2021,11/11/2021,11/11/2021,Fully Paid,12/11/2021,366625,car,A3,36 months,Not Verified,40000,0.0648,313.37,0.08,10000,23,11281
356125,CA,INDIVIDUAL,< 1 year,Salamander Fire Protection,A,RENT,10/8/2021,12/15/2021,10/11/2021,Fully Paid,11/11/2021,361181,car,A5,36 months,Not Verified,21000,0.0171,110.7,0.0863,5000,6,3985
403285,FL,INDIVIDUAL,< 1 year,Millenium Partners,A,RENT,5/9/2021,4/13/2021,4/11/2021,Fully Paid,5/11/2021,448561,car,A5,36 months,Not Verified,70004,0.0756,256.76,0.0963,8000,17,9036
869736,TX,INDIVIDUAL,< 1 year,A&N International,A,RENT,9/11/2021,1/15/2021,1/14/2021,Fully Paid,2/14/2021,1083658,car,A5,36 months,Not Verified,36000,0.2487,76.55,0.0849,2425,19,2752
792705,MA,INDIVIDUAL,2 years,Pcdata,A,RENT,6/11/2021,7/14/2021,7/14/2021,Fully Paid,8/14/2021,997144,car,A2,36 months,Not Verified,81600,0.0847,170.34,0.0599,5600,14,6132
395226,OH,INDIVIDUAL,2 years,supplemental healthcare,A,RENT,4/9/2021,5/12/2021,5/12/2021,Fully Paid,6/12/2021,434505,car,A3,36 months,Not Verified,37050,0.1263,250.69,0.08,8000,23,9025
403806,NY,INDIVIDUAL,2 years,metlife,A,RENT,5/9/2021,6/15/2021,6/12/2021,Fully Paid,7/12/2021,449570,car,A5,36 months,Not Verified,45000,0.0536,96.29,0.0963,3000,6,3466
484033,CA,INDIVIDUAL,5 years,Ticketmaster,A,RENT,3/10/2021,3/13/2021,3/13/2021,Fully Paid,4/13/2021,616092,car,A4,36 months,Not Verified,58000,0.1186,199.1,0.0751,6400,18,7168
371814,HI,INDIVIDUAL,6 years,Hawaii Agriculture Research Center,A,RENT,1/9/2021,5/12/2021,3/10/2021,Fully Paid,4/10/2021,390093,car,A4,36 months,Not Verified,60000,0.0178,319.47,0.0932,10000,30,10911
601878,IL,INDIVIDUAL,6 years,Cooks Cleaning,A,RENT,10/10/2021,8/13/2021,10/11/2021,Fully Paid,11/11/2021,772276,car,A5,36 months,Not Verified,21000,0.2286,231.27,0.0691,7500,8,7914
471013,AL,INDIVIDUAL,< 1 year,BBVA Compass,A,RENT,1/10/2021,2/13/2021,1/13/2021,Fully Paid,2/13/2021,594630,car,A5,36 months,Not Verified,34000,0.0646,238.29,0.0894,7500,8,8579
468892,CA,INDIVIDUAL,< 1 year,,A,RENT,12/9/2021,12/12/2021,1/13/2021,Fully Paid,2/13/2021,590940,car,A5,36 months,Not Verified,89000,0.01,381.26,0.0894,12000,32,13726
612578,MD,INDIVIDUAL,< 1 year,Mattingly Electric,A,RENT,11/10/2021,11/13/2021,12/13/2021,Fully Paid,1/13/2022,785477,car,A5,36 months,Not Verified,25000,0.1666,154.18,0.0691,5000,32,5551
569568,NY,INDIVIDUAL,10+ years,LAYTON MANUFACTRING,A,RENT,8/10/2021,10/10/2021,10/10/2021,Fully Paid,11/10/2021,732666,car,A5,36 months,Not Verified,60000,0.1038,143.9,0.0788,4600,27,4631
543168,PA,INDIVIDUAL,9 years,ira mast,A,RENT,7/10/2021,5/16/2021,8/11/2021,Fully Paid,9/11/2021,700814,car,A5,36 months,Not Verified,45000,0.0523,375.38,0.0788,12000,20,12815
804831,CA,INDIVIDUAL,1 year,Idyllwild Arts Foundation,A,RENT,7/11/2021,7/14/2021,7/14/2021,Fully Paid,8/14/2021,1010746,car,A1,36 months,Not Verified,165996,0.0348,180.96,0.0542,6000,28,6515
843193,NC,INDIVIDUAL,1 year,Firsthealth of the carolinas,A,RENT,8/11/2021,11/13/2021,2/12/2021,Fully Paid,3/12/2021,1053961,car,A2,36 months,Not Verified,60000,0.1254,109.51,0.0599,3600,33,3702
584344,CO,INDIVIDUAL,4 years,Specialty Sports Venture (Vail Resorts),A,RENT,9/10/2021,5/16/2021,9/11/2021,Fully Paid,10/11/2021,750832,car,A4,36 months,Not Verified,32000,0.2254,140,0.0751,4500,21,4733
464824,VA,INDIVIDUAL,7 years,Virginia Military Institute,A,RENT,12/9/2021,5/16/2021,11/12/2021,Fully Paid,12/12/2021,582795,car,A5,36 months,Not Verified,48000,0.1635,285.95,0.0894,9000,18,10292
570124,IL,INDIVIDUAL,< 1 year,The University of Chicago,A,RENT,8/10/2021,3/15/2021,9/13/2021,Fully Paid,10/13/2021,733441,car,A1,36 months,Not Verified,28150,0.1364,48.96,0.0639,1600,16,1763
370875,CA,INDIVIDUAL,4 years,mercury insurance,A,RENT,1/9/2021,10/13/2021,1/12/2021,Fully Paid,2/12/2021,388091,car,A5,36 months,Not Verified,39996,0.0918,208.62,0.0963,6500,25,7510
828978,PA,INDIVIDUAL,1 year,UPMC Centers for Rehab Services,A,RENT,8/11/2021,8/14/2021,8/14/2021,Fully Paid,9/14/2021,1038058,car,A4,36 months,Not Verified,45000,0.1064,217.72,0.0749,7000,14,7839
831149,MA,INDIVIDUAL,1 year,Anika Therapeutics,B,RENT,8/11/2021,1/14/2021,1/14/2021,Fully Paid,2/14/2021,1040357,car,B1,36 months,Not Verified,96000,0.0143,387.15,0.0999,12000,16,13851
827814,NJ,INDIVIDUAL,1 year,PC Richard and Son,B,RENT,7/11/2021,9/12/2021,7/12/2021,Fully Paid,8/12/2021,1036798,car,B2,36 months,Not Verified,30000,0.0796,100.08,0.1059,3075,6,3337
516551,CT,INDIVIDUAL,1 year,Creative Concrete Solutions,B,RENT,5/10/2021,4/13/2021,5/13/2021,Fully Paid,6/13/2021,667620,car,B3,36 months,Not Verified,30000,0.0424,227.92,0.1062,7000,14,8203
403469,CA,INDIVIDUAL,1 year,CBS,B,RENT,5/9/2021,7/11/2021,7/11/2021,Fully Paid,8/11/2021,448884,car,B5,36 months,Not Verified,54996,0.1189,99.95,0.1221,3000,5,3534
1013989,CA,INDIVIDUAL,10+ years,Kaiser Permanente,B,RENT,11/11/2021,3/16/2021,4/12/2021,Fully Paid,5/12/2021,1241339,car,B3,36 months,Not Verified,54000,0.1527,33.08,0.1171,1000,14,1039
754302,OR,INDIVIDUAL,2 years,Mcdonalds,B,RENT,5/11/2021,5/15/2021,6/14/2021,Fully Paid,7/14/2021,954015,car,B1,36 months,Not Verified,15000,0.0584,229.07,0.0999,7100,8,8246
794612,MA,INDIVIDUAL,2 years,TERC,B,RENT,6/11/2021,4/16/2021,7/14/2021,Fully Paid,8/14/2021,999258,car,B2,36 months,Not Verified,46151.04,0.1108,195.27,0.1059,6000,20,7030
489469,CT,INDIVIDUAL,2 years,Apple Inc,B,RENT,3/10/2021,3/16/2021,9/12/2021,Fully Paid,10/12/2021,624526,car,B3,36 months,Not Verified,31000,0.077,162.8,0.1062,5000,3,5822
677567,FL,INDIVIDUAL,3 years,Citrus Health and Rehab,B,RENT,2/11/2021,5/16/2021,3/14/2021,Fully Paid,4/14/2021,865682,car,B2,36 months,Not Verified,116400,0.0228,287.18,0.1,8900,14,10338
681644,CA,INDIVIDUAL,3 years,Ronald S. Haft,B,RENT,2/11/2021,3/15/2021,3/14/2021,Fully Paid,4/14/2021,870699,car,B3,36 months,Not Verified,63500,0.155,129.77,0.1037,4000,8,4671
1000989,NJ,INDIVIDUAL,3 years,Barclays Capital,B,RENT,10/11/2021,11/14/2021,11/14/2021,Fully Paid,12/14/2021,1226747,car,B5,36 months,Not Verified,125000,0.0787,251.59,0.1269,7500,19,9057
457272,CA,INDIVIDUAL,5 years,inet,B,RENT,11/9/2021,10/13/2021,10/12/2021,Fully Paid,11/12/2021,568335,car,B2,36 months,Not Verified,36000,0.005,329.69,0.1148,10000,4,11865
495471,VA,INDIVIDUAL,5 years,"1st Class Sleep Diagnostics, Inc.",B,RENT,3/10/2021,1/15/2021,5/13/2021,Fully Paid,6/13/2021,634654,car,B3,36 months,Not Verified,95000,0.0128,455.84,0.1062,14000,8,16436
881812,CA,INDIVIDUAL,6 years,wells fargo bank`,B,RENT,9/11/2021,8/14/2021,8/14/2021,Fully Paid,9/14/2021,1096963,car,B1,36 months,Not Verified,51600,0.146,128.9,0.0991,4000,7,4637
810177,UT,INDIVIDUAL,6 years,Stanley Access Technologies,B,RENT,7/11/2021,5/16/2021,7/14/2021,Fully Paid,8/14/2021,1017070,car,B1,36 months,Not Verified,47000,0.1014,112.92,0.0999,3500,14,4065
502013,NJ,INDIVIDUAL,6 years,Datasoft Inc.,B,RENT,4/10/2021,11/15/2021,4/13/2021,Fully Paid,5/13/2021,645434,car,B4,36 months,Not Verified,75000,0.1054,392.83,0.1099,12000,15,14142
641270,FL,INDIVIDUAL,< 1 year,Ring Power,B,RENT,1/11/2021,5/16/2021,9/13/2021,Fully Paid,10/13/2021,820864,car,B2,36 months,Not Verified,49000,0.1435,127.67,0.0925,4000,10,4587
402728,CA,INDIVIDUAL,< 1 year,Linkus (Contracted),B,RENT,5/9/2021,6/15/2021,5/12/2021,Fully Paid,6/12/2021,447614,car,B2,36 months,Not Verified,27996,0.147,402.58,0.1126,12250,9,14493
460192,CA,INDIVIDUAL,< 1 year,Car Quest,B,RENT,12/9/2021,1/16/2021,2/12/2021,Fully Paid,3/12/2021,574141,car,B4,36 months,Not Verified,12000,0.06,186.48,0.1218,5600,10,6648
797819,GA,INDIVIDUAL,7 years,United BMW of Roswell,B,RENT,7/11/2021,6/14/2021,6/14/2021,Fully Paid,7/14/2021,1002865,car,B2,36 months,Not Verified,36000,0.1153,136.69,0.1059,4200,31,4913
967719,NY,INDIVIDUAL,9 years,u.s. security assoiciates inc,B,RENT,10/11/2021,11/11/2021,11/11/2021,Fully Paid,12/11/2021,1188457,car,B1,36 months,Not Verified,25000,0.0614,119.24,0.0991,3700,10,3731
985965,FL,INDIVIDUAL,1 year,Miami Dade Corrections and Rehabilitatio,B,RENT,10/11/2021,3/16/2021,10/14/2021,Fully Paid,11/14/2021,1209489,car,B3,36 months,Not Verified,44760,0.0416,109.16,0.1171,3300,10,3929
508481,IL,INDIVIDUAL,1 year,Arthur J Gallagher,B,RENT,5/10/2021,5/13/2021,5/13/2021,Fully Paid,6/13/2021,656090,car,B4,36 months,Not Verified,57000,0.1855,180.05,0.1099,5500,18,6482
387566,CA,INDIVIDUAL,1 year,Venue Security Corp,B,RENT,3/9/2021,9/9/2021,7/9/2021,Fully Paid,8/9/2021,420501,car,B5,36 months,Not Verified,36000,0.2033,399.78,0.1221,12000,18,12358
348609,MA,INDIVIDUAL,10+ years,Boston College,B,RENT,6/8/2021,6/11/2021,6/11/2021,Fully Paid,7/11/2021,349851,car,B3,36 months,Not Verified,65004,0.0155,80.77,0.1008,2500,15,2907
372872,OH,INDIVIDUAL,3 years,Nationwide Mutual Insurance Company,B,RENT,1/9/2021,1/12/2021,1/12/2021,Fully Paid,2/12/2021,392123,car,B2,36 months,Not Verified,36100,0.014,276.06,0.1126,8400,4,9938
